epoch,mseTestNetwork1,mseTestNetwork2
1240,325.031,401.53,
1241,325.03,401.474,
1242,325.029,401.417,
1243,325.029,401.36,
1244,325.028,401.303,
1245,325.028,401.247,
1246,325.027,401.19,
1247,325.027,401.133,
1248,325.026,401.077,
1249,325.025,401.02,
1250,325.025,400.964,
1251,325.024,400.908,
1252,325.024,400.851,
1253,325.023,400.795,
1254,325.022,400.739,
1255,325.022,400.683,
1256,325.021,400.627,
1257,325.021,400.571,
1258,325.02,400.515,
1259,325.02,400.459,
1260,325.019,400.403,
1261,325.018,400.348,
1262,325.018,400.292,
1263,325.017,400.236,
1264,325.017,400.181,
1265,325.016,400.125,
1266,325.016,400.07,
1267,325.015,400.014,
1268,325.014,399.959,
1269,325.014,399.903,
1270,325.013,399.848,
1271,325.013,399.793,
1272,325.012,399.738,
1273,325.012,399.683,
1274,325.011,399.628,
1275,325.01,399.573,
1276,325.01,399.518,
1277,325.009,399.463,
1278,325.009,399.408,
1279,325.008,399.353,
1280,325.008,399.299,
1281,325.007,399.244,
1282,325.007,399.189,
1283,325.006,399.135,
1284,325.005,399.08,
1285,325.005,399.026,
1286,325.004,398.971,
1287,325.004,398.917,
1288,325.003,398.863,
1289,325.003,398.809,
1290,325.002,398.755,
1291,325.002,398.7,
1292,325.001,398.646,
1293,325.001,398.592,
1294,325,398.538,
1295,324.999,398.485,
1296,324.999,398.431,
1297,324.998,398.377,
1298,324.998,398.323,
1299,324.997,398.269,
1300,324.997,398.216,
1301,324.996,398.162,
1302,324.996,398.109,
1303,324.995,398.055,
1304,324.995,398.002,
1305,324.994,397.949,
1306,324.994,397.895,
1307,324.993,397.842,
1308,324.992,397.789,
1309,324.992,397.736,
1310,324.991,397.683,
1311,324.991,397.63,
1312,324.99,397.577,
1313,324.99,397.524,
1314,324.989,397.471,
1315,324.989,397.418,
1316,324.988,397.365,
1317,324.988,397.313,
1318,324.987,397.26,
1319,324.987,397.207,
1320,324.986,397.155,
1321,324.986,397.102,
1322,324.985,397.05,
1323,324.985,396.997,
1324,324.984,396.945,
1325,324.984,396.893,
1326,324.983,396.841,
1327,324.983,396.788,
1328,324.982,396.736,
1329,324.981,396.684,
1330,324.981,396.632,
1331,324.98,396.58,
1332,324.98,396.528,
1333,324.979,396.477,
1334,324.979,396.425,
1335,324.978,396.373,
1336,324.978,396.321,
1337,324.977,396.27,
1338,324.977,396.218,
1339,324.976,396.166,
1340,324.976,396.115,
1341,324.975,396.064,
1342,324.975,396.012,
1343,324.974,395.961,
1344,324.974,395.91,
1345,324.973,395.858,
1346,324.973,395.807,
1347,324.972,395.756,
1348,324.972,395.705,
1349,324.971,395.654,
1350,324.971,395.603,
1351,324.97,395.552,
1352,324.97,395.501,
1353,324.969,395.45,
1354,324.969,395.399,
1355,324.968,395.349,
1356,324.968,395.298,
1357,324.967,395.248,
1358,324.967,395.197,
1359,324.966,395.146,
1360,324.966,395.096,
1361,324.966,395.046,
1362,324.965,394.995,
1363,324.965,394.945,
1364,324.964,394.895,
1365,324.964,394.844,
1366,324.963,394.794,
1367,324.963,394.744,
1368,324.962,394.694,
1369,324.962,394.644,
1370,324.961,394.594,
1371,324.961,394.544,
1372,324.96,394.494,
1373,324.96,394.445,
1374,324.959,394.395,
1375,324.959,394.345,
1376,324.958,394.296,
1377,324.958,394.246,
1378,324.957,394.196,
1379,324.957,394.147,
1380,324.956,394.097,
1381,324.956,394.048,
1382,324.956,393.999,
1383,324.955,393.949,
1384,324.955,393.9,
1385,324.954,393.851,
1386,324.954,393.802,
1387,324.953,393.753,
1388,324.953,393.704,
1389,324.952,393.655,
1390,324.952,393.606,
1391,324.951,393.557,
1392,324.951,393.508,
1393,324.95,393.459,
1394,324.95,393.411,
1395,324.95,393.362,
1396,324.949,393.313,
1397,324.949,393.265,
1398,324.948,393.216,
1399,324.948,393.168,
1400,324.947,393.119,
1401,324.947,393.071,
1402,324.946,393.022,
1403,324.946,392.974,
1404,324.945,392.926,
1405,324.945,392.878,
1406,324.945,392.83,
1407,324.944,392.781,
1408,324.944,392.733,
1409,324.943,392.685,
1410,324.943,392.637,
1411,324.942,392.59,
1412,324.942,392.542,
1413,324.941,392.494,
1414,324.941,392.446,
1415,324.941,392.398,
1416,324.94,392.351,
1417,324.94,392.303,
1418,324.939,392.256,
1419,324.939,392.208,
1420,324.938,392.161,
1421,324.938,392.113,
1422,324.937,392.066,
1423,324.937,392.019,
1424,324.937,391.971,
1425,324.936,391.924,
1426,324.936,391.877,
1427,324.935,391.83,
1428,324.935,391.783,
1429,324.934,391.736,
1430,324.934,391.689,
1431,324.934,391.642,
1432,324.933,391.595,
1433,324.933,391.548,
1434,324.932,391.501,
1435,324.932,391.455,
1436,324.932,391.408,
1437,324.931,391.361,
1438,324.931,391.315,
1439,324.93,391.268,
1440,324.93,391.222,
1441,324.929,391.175,
1442,324.929,391.129,
1443,324.929,391.082,
1444,324.928,391.036,
1445,324.928,390.99,
1446,324.927,390.944,
1447,324.927,390.898,
1448,324.927,390.851,
1449,324.926,390.805,
1450,324.926,390.759,
1451,324.925,390.713,
1452,324.925,390.667,
1453,324.924,390.622,
1454,324.924,390.576,
1455,324.924,390.53,
1456,324.923,390.484,
1457,324.923,390.439,
1458,324.922,390.393,
1459,324.922,390.347,
1460,324.922,390.302,
1461,324.921,390.256,
1462,324.921,390.211,
1463,324.92,390.165,
1464,324.92,390.12,
1465,324.92,390.075,
1466,324.919,390.03,
1467,324.919,389.984,
1468,324.918,389.939,
1469,324.918,389.894,
1470,324.918,389.849,
1471,324.917,389.804,
1472,324.917,389.759,
1473,324.916,389.714,
1474,324.916,389.669,
1475,324.916,389.624,
1476,324.915,389.579,
1477,324.915,389.535,
1478,324.915,389.49,
1479,324.914,389.445,
1480,324.914,389.401,
1481,324.913,389.356,
1482,324.913,389.312,
1483,324.913,389.267,
1484,324.912,389.223,
1485,324.912,389.178,
1486,324.911,389.134,
1487,324.911,389.09,
1488,324.911,389.046,
1489,324.91,389.001,
1490,324.91,388.957,
1491,324.91,388.913,
1492,324.909,388.869,
1493,324.909,388.825,
1494,324.908,388.781,
1495,324.908,388.737,
1496,324.908,388.693,
1497,324.907,388.649,
1498,324.907,388.606,
1499,324.907,388.562,
1500,324.906,388.518,
1501,324.906,388.475,
1502,324.905,388.431,
1503,324.905,388.387,
1504,324.905,388.344,
1505,324.904,388.301,
1506,324.904,388.257,
1507,324.904,388.214,
1508,324.903,388.17,
1509,324.903,388.127,
1510,324.903,388.084,
1511,324.902,388.041,
1512,324.902,387.998,
1513,324.901,387.954,
1514,324.901,387.911,
1515,324.901,387.868,
1516,324.9,387.825,
1517,324.9,387.782,
1518,324.9,387.74,
1519,324.899,387.697,
1520,324.899,387.654,
1521,324.899,387.611,
1522,324.898,387.569,
1523,324.898,387.526,
1524,324.898,387.483,
1525,324.897,387.441,
1526,324.897,387.398,
1527,324.897,387.356,
1528,324.896,387.313,
1529,324.896,387.271,
1530,324.895,387.229,
1531,324.895,387.186,
1532,324.895,387.144,
1533,324.894,387.102,
1534,324.894,387.06,
1535,324.894,387.018,
1536,324.893,386.975,
1537,324.893,386.933,
1538,324.893,386.891,
1539,324.892,386.85,
1540,324.892,386.808,
1541,324.892,386.766,
1542,324.891,386.724,
1543,324.891,386.682,
1544,324.891,386.64,
1545,324.89,386.599,
1546,324.89,386.557,
1547,324.89,386.516,
1548,324.889,386.474,
1549,324.889,386.432,
1550,324.889,386.391,
1551,324.888,386.35,
1552,324.888,386.308,
1553,324.888,386.267,
1554,324.887,386.226,
1555,324.887,386.184,
1556,324.887,386.143,
1557,324.886,386.102,
1558,324.886,386.061,
1559,324.886,386.02,
1560,324.885,385.979,
1561,324.885,385.938,
1562,324.885,385.897,
1563,324.884,385.856,
1564,324.884,385.815,
1565,324.884,385.774,
1566,324.883,385.734,
1567,324.883,385.693,
1568,324.883,385.652,
1569,324.883,385.611,
1570,324.882,385.571,
1571,324.882,385.53,
1572,324.882,385.49,
1573,324.881,385.449,
1574,324.881,385.409,
1575,324.881,385.369,
1576,324.88,385.328,
1577,324.88,385.288,
1578,324.88,385.248,
1579,324.879,385.207,
1580,324.879,385.167,
1581,324.879,385.127,
1582,324.878,385.087,
1583,324.878,385.047,
1584,324.878,385.007,
1585,324.877,384.967,
1586,324.877,384.927,
1587,324.877,384.887,
1588,324.877,384.847,
1589,324.876,384.808,
1590,324.876,384.768,
1591,324.876,384.728,
1592,324.875,384.688,
1593,324.875,384.649,
1594,324.875,384.609,
1595,324.874,384.57,
1596,324.874,384.53,
1597,324.874,384.491,
1598,324.874,384.451,
1599,324.873,384.412,
1600,324.873,384.373,
1601,324.873,384.333,
1602,324.872,384.294,
1603,324.872,384.255,
1604,324.872,384.216,
1605,324.871,384.177,
1606,324.871,384.137,
1607,324.871,384.098,
1608,324.871,384.059,
1609,324.87,384.02,
1610,324.87,383.982,
1611,324.87,383.943,
1612,324.869,383.904,
1613,324.869,383.865,
1614,324.869,383.826,
1615,324.869,383.788,
1616,324.868,383.749,
1617,324.868,383.71,
1618,324.868,383.672,
1619,324.867,383.633,
1620,324.867,383.595,
1621,324.867,383.556,
1622,324.867,383.518,
1623,324.866,383.479,
1624,324.866,383.441,
1625,324.866,383.403,
1626,324.865,383.364,
1627,324.865,383.326,
1628,324.865,383.288,
1629,324.865,383.25,
1630,324.864,383.212,
1631,324.864,383.174,
1632,324.864,383.136,
1633,324.863,383.098,
1634,324.863,383.06,
1635,324.863,383.022,
1636,324.863,382.984,
1637,324.862,382.946,
1638,324.862,382.908,
1639,324.862,382.87,
1640,324.862,382.833,
1641,324.861,382.795,
1642,324.861,382.757,
1643,324.861,382.72,
1644,324.86,382.682,
1645,324.86,382.645,
1646,324.86,382.607,
1647,324.86,382.57,
1648,324.859,382.533,
1649,324.859,382.495,
1650,324.859,382.458,
1651,324.859,382.421,
1652,324.858,382.383,
1653,324.858,382.346,
1654,324.858,382.309,
1655,324.858,382.272,
1656,324.857,382.235,
1657,324.857,382.198,
1658,324.857,382.161,
1659,324.856,382.124,
1660,324.856,382.087,
1661,324.856,382.05,
1662,324.856,382.013,
1663,324.855,381.976,
1664,324.855,381.94,
1665,324.855,381.903,
1666,324.855,381.866,
1667,324.854,381.83,
1668,324.854,381.793,
1669,324.854,381.756,
1670,324.854,381.72,
1671,324.853,381.683,
1672,324.853,381.647,
1673,324.853,381.61,
1674,324.853,381.574,
1675,324.852,381.538,
1676,324.852,381.501,
1677,324.852,381.465,
1678,324.852,381.429,
1679,324.851,381.393,
1680,324.851,381.357,
1681,324.851,381.32,
1682,324.851,381.284,
1683,324.85,381.248,
1684,324.85,381.212,
1685,324.85,381.176,
1686,324.85,381.14,
1687,324.849,381.105,
1688,324.849,381.069,
1689,324.849,381.033,
1690,324.849,380.997,
1691,324.848,380.961,
1692,324.848,380.926,
1693,324.848,380.89,
1694,324.848,380.854,
1695,324.847,380.819,
1696,324.847,380.783,
1697,324.847,380.748,
1698,324.847,380.712,
1699,324.846,380.677,
1700,324.846,380.641,
1701,324.846,380.606,
1702,324.846,380.571,
1703,324.845,380.535,
1704,324.845,380.5,
1705,324.845,380.465,
1706,324.845,380.43,
1707,324.845,380.395,
1708,324.844,380.36,
1709,324.844,380.325,
1710,324.844,380.289,
1711,324.844,380.255,
1712,324.843,380.22,
1713,324.843,380.185,
1714,324.843,380.15,
1715,324.843,380.115,
1716,324.842,380.08,
1717,324.842,380.045,
1718,324.842,380.011,
1719,324.842,379.976,
1720,324.841,379.941,
1721,324.841,379.907,
1722,324.841,379.872,
1723,324.841,379.837,
1724,324.841,379.803,
1725,324.84,379.768,
1726,324.84,379.734,
1727,324.84,379.7,
1728,324.84,379.665,
1729,324.839,379.631,
1730,324.839,379.597,
1731,324.839,379.562,
1732,324.839,379.528,
1733,324.839,379.494,
1734,324.838,379.46,
1735,324.838,379.426,
1736,324.838,379.391,
1737,324.838,379.357,
1738,324.837,379.323,
1739,324.837,379.289,
1740,324.837,379.255,
1741,324.837,379.222,
1742,324.837,379.188,
1743,324.836,379.154,
1744,324.836,379.12,
1745,324.836,379.086,
1746,324.836,379.052,
1747,324.835,379.019,
1748,324.835,378.985,
1749,324.835,378.951,
1750,324.835,378.918,
1751,324.835,378.884,
1752,324.834,378.851,
1753,324.834,378.817,
1754,324.834,378.784,
1755,324.834,378.75,
1756,324.834,378.717,
1757,324.833,378.684,
1758,324.833,378.65,
1759,324.833,378.617,
1760,324.833,378.584,
1761,324.833,378.551,
1762,324.832,378.517,
1763,324.832,378.484,
1764,324.832,378.451,
1765,324.832,378.418,
1766,324.831,378.385,
1767,324.831,378.352,
1768,324.831,378.319,
1769,324.831,378.286,
1770,324.831,378.253,
1771,324.83,378.22,
1772,324.83,378.187,
1773,324.83,378.155,
1774,324.83,378.122,
1775,324.83,378.089,
1776,324.829,378.056,
1777,324.829,378.024,
1778,324.829,377.991,
1779,324.829,377.959,
1780,324.829,377.926,
1781,324.828,377.893,
1782,324.828,377.861,
1783,324.828,377.828,
1784,324.828,377.796,
1785,324.828,377.764,
1786,324.827,377.731,
1787,324.827,377.699,
1788,324.827,377.667,
1789,324.827,377.634,
1790,324.827,377.602,
1791,324.826,377.57,
1792,324.826,377.538,
1793,324.826,377.506,
1794,324.826,377.473,
1795,324.826,377.441,
1796,324.825,377.409,
1797,324.825,377.377,
1798,324.825,377.345,
1799,324.825,377.313,
1800,324.825,377.281,
1801,324.825,377.25,
1802,324.824,377.218,
1803,324.824,377.186,
1804,324.824,377.154,
1805,324.824,377.122,
1806,324.824,377.091,
1807,324.823,377.059,
1808,324.823,377.027,
1809,324.823,376.996,
1810,324.823,376.964,
1811,324.823,376.933,
1812,324.822,376.901,
1813,324.822,376.87,
1814,324.822,376.838,
1815,324.822,376.807,
1816,324.822,376.775,
1817,324.821,376.744,
1818,324.821,376.713,
1819,324.821,376.681,
1820,324.821,376.65,
1821,324.821,376.619,
1822,324.821,376.588,
1823,324.82,376.556,
1824,324.82,376.525,
1825,324.82,376.494,
1826,324.82,376.463,
1827,324.82,376.432,
1828,324.819,376.401,
1829,324.819,376.37,
1830,324.819,376.339,
1831,324.819,376.308,
1832,324.819,376.277,
1833,324.819,376.246,
1834,324.818,376.216,
1835,324.818,376.185,
1836,324.818,376.154,
1837,324.818,376.123,
1838,324.818,376.093,
1839,324.818,376.062,
1840,324.817,376.031,
1841,324.817,376.001,
1842,324.817,375.97,
1843,324.817,375.94,
1844,324.817,375.909,
1845,324.816,375.879,
1846,324.816,375.848,
1847,324.816,375.818,
1848,324.816,375.787,
1849,324.816,375.757,
1850,324.816,375.727,
1851,324.815,375.696,
1852,324.815,375.666,
1853,324.815,375.636,
1854,324.815,375.606,
1855,324.815,375.575,
1856,324.815,375.545,
1857,324.814,375.515,
1858,324.814,375.485,
1859,324.814,375.455,
1860,324.814,375.425,
1861,324.814,375.395,
1862,324.814,375.365,
1863,324.813,375.335,
1864,324.813,375.305,
1865,324.813,375.275,
1866,324.813,375.245,
1867,324.813,375.216,
1868,324.813,375.186,
1869,324.812,375.156,
1870,324.812,375.126,
1871,324.812,375.097,
1872,324.812,375.067,
1873,324.812,375.037,
1874,324.812,375.008,
1875,324.811,374.978,
1876,324.811,374.949,
1877,324.811,374.919,
1878,324.811,374.89,
1879,324.811,374.86,
1880,324.811,374.831,
1881,324.81,374.801,
1882,324.81,374.772,
1883,324.81,374.743,
1884,324.81,374.713,
1885,324.81,374.684,
1886,324.81,374.655,
1887,324.809,374.625,
1888,324.809,374.596,
1889,324.809,374.567,
1890,324.809,374.538,
1891,324.809,374.509,
1892,324.809,374.48,
1893,324.809,374.451,
1894,324.808,374.422,
1895,324.808,374.393,
1896,324.808,374.364,
1897,324.808,374.335,
1898,324.808,374.306,
1899,324.808,374.277,
1900,324.807,374.248,
1901,324.807,374.219,
1902,324.807,374.19,
1903,324.807,374.162,
1904,324.807,374.133,
1905,324.807,374.104,
1906,324.806,374.075,
1907,324.806,374.047,
1908,324.806,374.018,
1909,324.806,373.99,
1910,324.806,373.961,
1911,324.806,373.932,
1912,324.806,373.904,
1913,324.805,373.875,
1914,324.805,373.847,
1915,324.805,373.818,
1916,324.805,373.79,
1917,324.805,373.762,
1918,324.805,373.733,
1919,324.805,373.705,
1920,324.804,373.677,
1921,324.804,373.648,
1922,324.804,373.62,
1923,324.804,373.592,
1924,324.804,373.564,
1925,324.804,373.536,
1926,324.803,373.507,
1927,324.803,373.479,
1928,324.803,373.451,
1929,324.803,373.423,
1930,324.803,373.395,
1931,324.803,373.367,
1932,324.803,373.339,
1933,324.802,373.311,
1934,324.802,373.283,
1935,324.802,373.255,
1936,324.802,373.228,
1937,324.802,373.2,
1938,324.802,373.172,
1939,324.802,373.144,
1940,324.801,373.116,
1941,324.801,373.089,
1942,324.801,373.061,
1943,324.801,373.033,
1944,324.801,373.006,
1945,324.801,372.978,
1946,324.801,372.95,
1947,324.8,372.923,
1948,324.8,372.895,
1949,324.8,372.868,
1950,324.8,372.84,
1951,324.8,372.813,
1952,324.8,372.785,
1953,324.8,372.758,
1954,324.8,372.731,
1955,324.799,372.703,
1956,324.799,372.676,
1957,324.799,372.649,
1958,324.799,372.621,
1959,324.799,372.594,
1960,324.799,372.567,
1961,324.799,372.54,
1962,324.798,372.512,
1963,324.798,372.485,
1964,324.798,372.458,
1965,324.798,372.431,
1966,324.798,372.404,
1967,324.798,372.377,
1968,324.798,372.35,
1969,324.797,372.323,
1970,324.797,372.296,
1971,324.797,372.269,
1972,324.797,372.242,
1973,324.797,372.215,
1974,324.797,372.188,
1975,324.797,372.161,
1976,324.797,372.135,
1977,324.796,372.108,
1978,324.796,372.081,
1979,324.796,372.054,
1980,324.796,372.028,
1981,324.796,372.001,
1982,324.796,371.974,
1983,324.796,371.948,
1984,324.796,371.921,
1985,324.795,371.894,
1986,324.795,371.868,
1987,324.795,371.841,
1988,324.795,371.815,
1989,324.795,371.788,
1990,324.795,371.762,
1991,324.795,371.735,
1992,324.794,371.709,
1993,324.794,371.682,
1994,324.794,371.656,
1995,324.794,371.63,
1996,324.794,371.603,
1997,324.794,371.577,
1998,324.794,371.551,
1999,324.794,371.525,
2000,324.793,371.498,

Test,75.6427,87.4447,
